Time	[Ca]	Values[AMPAR_bar]	Values[CaMKII_active_ratio]	Values[CaMKIIp_bar]	Values[CamCaMKII_bar]	Values[CamR_ratio]	Values[Dp_bar]	Values[PKA_bar]	Values[PP1a_bar]	Values[PP2B_bar]
0.705	7.78689e-09	0.296972	0.0701088	0.0173689	0.163464	0.0492663	0.973102	0.01	0.155241	0.00322063
0.706	7.23664e-09	0.296973	0.0701194	0.0173693	0.163489	0.0492737	0.973102	0.01	0.155242	0.00322232
0.707	6.88371e-09	0.296973	0.07013	0.0173696	0.163514	0.049281	0.973102	0.01	0.155242	0.003224
0.708	6.66072e-09	0.296974	0.0701405	0.01737	0.163538	0.0492883	0.973102	0.01	0.155242	0.00322569
0.709	6.52626e-09	0.296974	0.070151	0.0173704	0.163563	0.0492956	0.973102	0.01	0.155242	0.00322737
0.71	6.45497e-09	0.296975	0.0701614	0.0173708	0.163587	0.0493028	0.973102	0.01	0.155242	0.00322905
0.711	6.43147e-09	0.296975	0.0701718	0.0173712	0.163611	0.04931	0.973102	0.01	0.155242	0.00323073
0.712	6.45876e-09	0.296975	0.0701822	0.0173715	0.163635	0.0493171	0.973102	0.01	0.155242	0.0032324
0.713	6.57261e-09	0.296976	0.0701925	0.0173719	0.163659	0.0493243	0.973102	0.01	0.155242	0.00323407
0.714	6.77593e-09	0.296976	0.0702027	0.0173723	0.163683	0.0493313	0.973102	0.01	0.155242	0.00323574
0.715	7.06249e-09	0.296977	0.0702129	0.0173727	0.163707	0.0493384	0.973102	0.01	0.155242	0.00323741
0.716	7.42979e-09	0.296977	0.070223	0.0173731	0.163731	0.0493455	0.973102	0.01	0.155242	0.00323907
0.717	7.88654e-09	0.296978	0.0702332	0.0173735	0.163754	0.0493525	0.973102	0.01	0.155242	0.00324073
0.718	8.46781e-09	0.296978	0.0702433	0.0173739	0.163778	0.0493596	0.973102	0.01	0.155242	0.00324239
0.719	9.32414e-09	0.296979	0.0702533	0.0173743	0.163801	0.0493666	0.973102	0.01	0.155242	0.00324406
0.72	1.47183e-08	0.296979	0.0702634	0.0173747	0.163825	0.0493737	0.973102	0.01	0.155243	0.00324572
0.721	1.3448e-08	0.29698	0.0702734	0.0173751	0.163848	0.049381	0.973102	0.01	0.155243	0.00324739
0.722	1.00989e-08	0.29698	0.0702835	0.0173755	0.163872	0.0493882	0.973102	0.01	0.155243	0.00324907
0.723	8.4875e-09	0.296981	0.0702937	0.017376	0.163895	0.0493953	0.973102	0.01	0.155243	0.00325076
0.724	7.50838e-09	0.296981	0.0703037	0.0173764	0.163919	0.0494024	0.973102	0.01	0.155243	0.00325244
0.725	6.89961e-09	0.296981	0.0703138	0.0173768	0.163942	0.0494093	0.973102	0.01	0.155243	0.00325413
0.726	6.51933e-09	0.296982	0.0703238	0.0173772	0.163966	0.0494163	0.973102	0.01	0.155243	0.00325581
0.727	6.28357e-09	0.296982	0.0703337	0.0173776	0.163989	0.0494232	0.973102	0.01	0.155243	0.0032575
0.728	6.14233e-09	0.296983	0.0703437	0.017378	0.164012	0.04943	0.973102	0.01	0.155243	0.00325917
0.729	6.06587e-09	0.296983	0.0703535	0.0173785	0.164035	0.0494368	0.973102	0.01	0.155243	0.00326085
0.73	6.03649e-09	0.296984	0.0703633	0.0173789	0.164058	0.0494436	0.973102	0.01	0.155243	0.00326252
0.731	6.04373e-09	0.296984	0.0703731	0.0173793	0.164081	0.0494503	0.973102	0.01	0.155244	0.00326419
0.732	6.0937e-09	0.296985	0.0703828	0.0173798	0.164103	0.0494571	0.973102	0.01	0.155244	0.00326585
0.733	6.22287e-09	0.296985	0.0703925	0.0173802	0.164126	0.0494638	0.973102	0.01	0.155244	0.00326752
0.734	6.43428e-09	0.296986	0.0704021	0.0173806	0.164148	0.0494704	0.973102	0.01	0.155244	0.00326918
0.735	6.72317e-09	0.296986	0.0704117	0.0173811	0.164171	0.0494771	0.973102	0.01	0.155244	0.00327083
0.736	7.08993e-09	0.296987	0.0704212	0.0173815	0.164193	0.0494837	0.973102	0.01	0.155244	0.00327249
0.737	7.55034e-09	0.296988	0.0704307	0.017382	0.164215	0.0494903	0.973102	0.01	0.155244	0.00327414
0.738	8.16714e-09	0.296988	0.0704402	0.0173824	0.164237	0.0494969	0.973102	0.01	0.155244	0.00327579
0.739	9.81097e-09	0.296989	0.0704496	0.0173829	0.164259	0.0495036	0.973102	0.01	0.155244	0.00327745
0.74	1.53582e-08	0.296989	0.0704591	0.0173833	0.164281	0.0495102	0.973102	0.01	0.155244	0.0032791
0.741	1.03879e-08	0.29699	0.0704686	0.0173838	0.164304	0.0495172	0.973102	0.01	0.155245	0.00328076
0.742	8.38678e-09	0.29699	0.0704781	0.0173842	0.164326	0.0495239	0.973101	0.01	0.155245	0.00328244
0.743	7.26232e-09	0.296991	0.0704875	0.0173847	0.164348	0.0495305	0.973101	0.01	0.155245	0.00328411
0.744	6.58832e-09	0.296991	0.070497	0.0173851	0.16437	0.0495371	0.973101	0.01	0.155245	0.00328578
0.745	6.18164e-09	0.296992	0.0705064	0.0173856	0.164392	0.0495436	0.973101	0.01	0.155245	0.00328745
0.746	5.93776e-09	0.296992	0.0705158	0.0173861	0.164414	0.0495501	0.973101	0.01	0.155245	0.00328912
0.747	5.79601e-09	0.296993	0.0705251	0.0173865	0.164435	0.0495565	0.973101	0.01	0.155245	0.00329078
0.748	5.72125e-09	0.296993	0.0705343	0.017387	0.164457	0.0495629	0.973101	0.01	0.155246	0.00329244
0.749	5.69314e-09	0.296994	0.0705436	0.0173875	0.164479	0.0495693	0.973101	0.01	0.155246	0.0032941
0.75	5.69995e-09	0.296994	0.0705527	0.0173879	0.1645	0.0495756	0.973101	0.01	0.155246	0.00329575
0.751	5.73503e-09	0.296995	0.0705619	0.0173884	0.164521	0.0495819	0.973101	0.01	0.155246	0.0032974
0.752	5.80692e-09	0.296996	0.0705709	0.0173889	0.164542	0.0495882	0.973101	0.01	0.155246	0.00329905
0.753	5.95289e-09	0.296996	0.07058	0.0173894	0.164564	0.0495944	0.973101	0.01	0.155246	0.00330069
0.754	6.17661e-09	0.296997	0.070589	0.0173899	0.164585	0.0496007	0.973101	0.01	0.155246	0.00330233
0.755	6.47572e-09	0.296997	0.0705979	0.0173903	0.164605	0.0496069	0.973101	0.01	0.155246	0.00330397
0.756	6.8559e-09	0.296998	0.0706068	0.0173908	0.164626	0.0496131	0.973101	0.01	0.155247	0.00330561
0.757	7.34918e-09	0.296998	0.0706157	0.0173913	0.164647	0.0496193	0.973101	0.01	0.155247	0.00330724
0.758	8.12565e-09	0.296999	0.0706246	0.0173918	0.164668	0.0496255	0.973101	0.01	0.155247	0.00330888
0.759	1.37634e-08	0.296999	0.0706334	0.0173923	0.164688	0.0496317	0.973101	0.01	0.155247	0.00331051
0.76	1.10689e-08	0.297	0.0706423	0.0173928	0.164709	0.0496382	0.973101	0.01	0.155247	0.00331215
0.761	8.39181e-09	0.297001	0.0706512	0.0173933	0.16473	0.0496445	0.973101	0.01	0.155247	0.0033138
0.762	7.09242e-09	0.297001	0.0706601	0.0173938	0.16475	0.0496507	0.973101	0.01	0.155248	0.00331545
0.763	6.33384e-09	0.297002	0.0706689	0.0173943	0.164771	0.0496569	0.973101	0.01	0.155248	0.0033171
0.764	5.8894e-09	0.297002	0.0706777	0.0173948	0.164792	0.049663	0.973101	0.01	0.155248	0.00331875
0.765	5.63265e-09	0.297003	0.0706865	0.0173953	0.164812	0.049669	0.973101	0.01	0.155248	0.0033204
0.766	5.48988e-09	0.297003	0.0706952	0.0173958	0.164832	0.0496751	0.973101	0.01	0.155248	0.00332204
0.767	5.41871e-09	0.297004	0.0707039	0.0173963	0.164853	0.0496811	0.973101	0.01	0.155248	0.00332368
0.768	5.39513e-09	0.297005	0.0707125	0.0173968	0.164873	0.049687	0.973101	0.01	0.155249	0.00332531
0.769	5.4056e-09	0.297005	0.0707211	0.0173973	0.164893	0.049693	0.973101	0.01	0.155249	0.00332695
0.77	5.44261e-09	0.297006	0.0707296	0.0173978	0.164913	0.0496989	0.973101	0.01	0.155249	0.00332858
0.771	5.5022e-09	0.297006	0.0707381	0.0173983	0.164933	0.0497047	0.973101	0.01	0.155249	0.0033302
0.772	5.59479e-09	0.297007	0.0707466	0.0173989	0.164952	0.0497106	0.973101	0.01	0.155249	0.00333182
0.773	5.75856e-09	0.297008	0.070755	0.0173994	0.164972	0.0497164	0.973101	0.01	0.15525	0.00333344
0.774	5.99851e-09	0.297008	0.0707634	0.0173999	0.164991	0.0497222	0.973101	0.01	0.15525	0.00333506
0.775	6.31631e-09	0.297009	0.0707717	0.0174004	0.165011	0.049728	0.973101	0.01	0.15525	0.00333667
0.776	6.72849e-09	0.297009	0.07078	0.017401	0.16503	0.0497338	0.973101	0.01	0.15525	0.00333828
0.777	7.31493e-09	0.29701	0.0707883	0.0174015	0.16505	0.0497396	0.973101	0.01	0.15525	0.00333989
0.778	1.06178e-08	0.297011	0.0707966	0.017402	0.165069	0.0497454	0.973101	0.01	0.155251	0.0033415
0.779	1.24521e-08	0.297011	0.0708048	0.0174025	0.165088	0.0497513	0.973101	0.01	0.155251	0.00334312
0.78	8.50413e-09	0.297012	0.0708131	0.0174031	0.165108	0.0497573	0.973101	0.01	0.155251	0.00334474
0.781	7.01662e-09	0.297013	0.0708214	0.0174036	0.165127	0.0497631	0.973101	0.01	0.155251	0.00334636
0.782	6.15833e-09	0.297013	0.0708297	0.0174042	0.165146	0.0497689	0.973101	0.01	0.155251	0.00334799
0.783	5.65762e-09	0.297014	0.0708379	0.0174047	0.165165	0.0497746	0.973101	0.01	0.155252	0.00334961
0.784	5.37518e-09	0.297014	0.0708461	0.0174052	0.165185	0.0497803	0.973101	0.01	0.155252	0.00335123
0.785	5.2246e-09	0.297015	0.0708543	0.0174058	0.165204	0.0497859	0.973101	0.01	0.155252	0.00335285
0.786	5.1545e-09	0.297016	0.0708624	0.0174063	0.165222	0.0497915	0.973101	0.01	0.155252	0.00335446
0.787	5.13548e-09	0.297016	0.0708704	0.0174069	0.165241	0.0497971	0.973101	0.01	0.155252	0.00335607
0.788	5.15117e-09	0.297017	0.0708784	0.0174074	0.16526	0.0498026	0.973101	0.01	0.155253	0.00335768
0.789	5.19264e-09	0.297018	0.0708864	0.017408	0.165279	0.0498081	0.973101	0.01	0.155253	0.00335928
0.79	5.25526e-09	0.297018	0.0708944	0.0174085	0.165297	0.0498136	0.973101	0.01	0.155253	0.00336088
0.791	5.33694e-09	0.297019	0.0709023	0.0174091	0.165316	0.0498191	0.973101	0.01	0.155253	0.00336248
0.792	5.44964e-09	0.297019	0.0709101	0.0174096	0.165334	0.0498245	0.9731	0.01	0.155254	0.00336407
0.793	5.63283e-09	0.29702	0.0709179	0.0174102	0.165352	0.0498299	0.9731	0.01	0.155254	0.00336566
0.794	5.89408e-09	0.297021	0.0709257	0.0174107	0.16537	0.0498353	0.9731	0.01	0.155254	0.00336725
0.795	6.24271e-09	0.297021	0.0709335	0.0174113	0.165388	0.0498407	0.9731	0.01	0.155254	0.00336883
0.796	6.72266e-09	0.297022	0.0709412	0.0174119	0.165406	0.0498461	0.9731	0.01	0.155255	0.00337042
0.797	7.90147e-09	0.297023	0.0709489	0.0174124	0.165424	0.0498515	0.9731	0.01	0.155255	0.003372
0.798	1.34619e-08	0.297023	0.0709566	0.017413	0.165442	0.0498569	0.9731	0.01	0.155255	0.00337358
0.799	8.79129e-09	0.297024	0.0709643	0.0174136	0.16546	0.0498626	0.9731	0.01	0.155255	0.00337517
0.8	7.01757e-09	0.297025	0.070972	0.0174141	0.165478	0.0498681	0.9731	0.01	0.155256	0.00337677
0.801	6.07487e-09	0.297025	0.0709797	0.0174147	0.165496	0.0498734	0.9731	0.01	0.155256	0.00337837
0.802	5.49267e-09	0.297026	0.0709874	0.0174153	0.165514	0.0498788	0.9731	0.01	0.155256	0.00337996
0.803	5.11203e-09	0.297027	0.0709951	0.0174159	0.165532	0.0498841	0.9731	0.01	0.155256	0.00338156
0.804	4.85445e-09	0.297027	0.0710027	0.0174164	0.16555	0.0498893	0.9731	0.01	0.155257	0.00338314
0.805	4.67651e-09	0.297028	0.0710102	0.017417	0.165567	0.0498945	0.9731	0.01	0.155257	0.00338473
0.806	4.55247e-09	0.297029	0.0710177	0.0174176	0.165585	0.0498997	0.9731	0.01	0.155257	0.00338631
0.807	4.46637e-09	0.297029	0.0710252	0.0174182	0.165602	0.0499049	0.9731	0.01	0.155257	0.00338789
0.808	4.40806e-09	0.29703	0.0710326	0.0174188	0.16562	0.04991	0.9731	0.01	0.155258	0.00338946
0.809	4.37095e-09	0.297031	0.07104	0.0174193	0.165637	0.0499151	0.9731	0.01	0.155258	0.00339103
0.81	4.35071e-09	0.297031	0.0710474	0.0174199	0.165654	0.0499201	0.9731	0.01	0.155258	0.0033926
0.811	4.34447e-09	0.297032	0.0710547	0.0174205	0.165671	0.0499252	0.9731	0.01	0.155259	0.00339416
0.812	4.35032e-09	0.297033	0.0710619	0.0174211	0.165688	0.0499302	0.9731	0.01	0.155259	0.00339572
0.813	4.36702e-09	0.297033	0.0710691	0.0174217	0.165705	0.0499351	0.9731	0.01	0.155259	0.00339727
0.814	4.39382e-09	0.297034	0.0710763	0.0174223	0.165722	0.0499401	0.9731	0.01	0.155259	0.00339882
0.815	4.43031e-09	0.297035	0.0710834	0.0174229	0.165738	0.049945	0.9731	0.01	0.15526	0.00340036
0.816	4.47639e-09	0.297035	0.0710905	0.0174235	0.165755	0.0499499	0.9731	0.01	0.15526	0.0034019
0.817	4.53225e-09	0.297036	0.0710975	0.0174241	0.165771	0.0499547	0.9731	0.01	0.15526	0.00340344
0.818	4.59839e-09	0.297037	0.0711045	0.0174247	0.165787	0.0499596	0.9731	0.01	0.155261	0.00340497
0.819	4.6758e-09	0.297038	0.0711115	0.0174253	0.165804	0.0499644	0.9731	0.01	0.155261	0.0034065
0.82	4.76611e-09	0.297038	0.0711184	0.0174259	0.16582	0.0499692	0.9731	0.01	0.155261	0.00340803
0.821	4.87201e-09	0.297039	0.0711253	0.0174265	0.165836	0.049974	0.9731	0.01	0.155261	0.00340955
0.822	4.99808e-09	0.29704	0.0711321	0.0174271	0.165852	0.0499787	0.9731	0.01	0.155262	0.00341107
0.823	5.15277e-09	0.29704	0.071139	0.0174277	0.165868	0.0499834	0.9731	0.01	0.155262	0.00341259
0.824	5.35387e-09	0.297041	0.0711457	0.0174283	0.165884	0.0499882	0.9731	0.01	0.155262	0.00341411
0.825	5.65229e-09	0.297042	0.0711525	0.0174289	0.165899	0.0499929	0.9731	0.01	0.155263	0.00341562
0.826	6.99782e-09	0.297042	0.0711592	0.0174296	0.165915	0.0499976	0.9731	0.01	0.155263	0.00341713
0.827	1.14372e-08	0.297043	0.071166	0.0174302	0.165931	0.0500023	0.9731	0.01	0.155263	0.00341864
0.828	6.96995e-09	0.297044	0.0711727	0.0174308	0.165947	0.0500073	0.973099	0.01	0.155264	0.00342016
0.829	5.39294e-09	0.297045	0.0711794	0.0174314	0.165962	0.050012	0.973099	0.01	0.155264	0.00342168
0.83	4.53536e-09	0.297045	0.0711862	0.017432	0.165978	0.0500166	0.973099	0.01	0.155264	0.00342319
0.831	4.0063e-09	0.297046	0.0711928	0.0174326	0.165994	0.0500212	0.973099	0.01	0.155265	0.00342471
0.832	3.66025e-09	0.297047	0.0711995	0.0174333	0.166009	0.0500258	0.973099	0.01	0.155265	0.00342622
0.833	3.42411e-09	0.297047	0.0712061	0.0174339	0.166024	0.0500303	0.973099	0.01	0.155265	0.00342773
0.834	3.25716e-09	0.297048	0.0712126	0.0174345	0.16604	0.0500348	0.973099	0.01	0.155266	0.00342923
0.835	3.13532e-09	0.297049	0.0712191	0.0174351	0.166055	0.0500392	0.973099	0.01	0.155266	0.00343072
0.836	3.04381e-09	0.29705	0.0712255	0.0174358	0.16607	0.0500436	0.973099	0.01	0.155267	0.00343221
0.837	2.97337e-09	0.29705	0.0712319	0.0174364	0.166085	0.050048	0.973099	0.01	0.155267	0.0034337
0.838	2.9181e-09	0.297051	0.0712383	0.017437	0.1661	0.0500523	0.973099	0.01	0.155267	0.00343518
0.839	2.87413e-09	0.297052	0.0712445	0.0174377	0.166114	0.0500566	0.973099	0.01	0.155268	0.00343665
0.84	2.8389e-09	0.297052	0.0712508	0.0174383	0.166129	0.0500609	0.973099	0.01	0.155268	0.00343812
0.841	2.81069e-09	0.297053	0.071257	0.0174389	0.166143	0.0500651	0.973099	0.01	0.155268	0.00343958
0.842	2.7883e-09	0.297054	0.0712631	0.0174396	0.166158	0.0500693	0.973099	0.01	0.155269	0.00344104
0.843	2.77087e-09	0.297055	0.0712692	0.0174402	0.166172	0.0500735	0.973099	0.01	0.155269	0.00344249
0.844	2.75782e-09	0.297055	0.0712753	0.0174408	0.166186	0.0500776	0.973099	0.01	0.155269	0.00344393
0.845	2.74868e-09	0.297056	0.0712812	0.0174415	0.1662	0.0500817	0.973099	0.01	0.15527	0.00344537
0.846	2.74313e-09	0.297057	0.0712872	0.0174421	0.166214	0.0500858	0.973099	0.01	0.15527	0.00344681
0.847	2.7409e-09	0.297058	0.0712931	0.0174428	0.166227	0.0500898	0.973099	0.01	0.155271	0.00344824
0.848	2.74179e-09	0.297058	0.0712989	0.0174434	0.166241	0.0500938	0.973099	0.01	0.155271	0.00344966
0.849	2.74565e-09	0.297059	0.0713047	0.0174441	0.166255	0.0500978	0.973099	0.01	0.155271	0.00345108
0.85	2.75233e-09	0.29706	0.0713105	0.0174447	0.166268	0.0501017	0.973099	0.01	0.155272	0.00345249
0.851	2.76174e-09	0.297061	0.0713162	0.0174454	0.166281	0.0501056	0.973099	0.01	0.155272	0.0034539
0.852	2.77378e-09	0.297061	0.0713219	0.017446	0.166295	0.0501095	0.973099	0.01	0.155273	0.00345531
0.853	2.78839e-09	0.297062	0.0713275	0.0174467	0.166308	0.0501133	0.973099	0.01	0.155273	0.0034567
0.854	2.8055e-09	0.297063	0.0713331	0.0174473	0.166321	0.0501172	0.973099	0.01	0.155273	0.0034581
0.855	2.8251e-09	0.297064	0.0713386	0.017448	0.166334	0.0501209	0.973099	0.01	0.155274	0.00345948
0.856	2.84717e-09	0.297064	0.0713441	0.0174486	0.166346	0.0501247	0.973099	0.01	0.155274	0.00346087
0.857	2.87172e-09	0.297065	0.0713495	0.0174493	0.166359	0.0501284	0.973099	0.01	0.155275	0.00346225
0.858	2.89878e-09	0.297066	0.0713549	0.0174499	0.166372	0.0501321	0.973098	0.01	0.155275	0.00346362
0.859	2.92843e-09	0.297067	0.0713603	0.0174506	0.166384	0.0501358	0.973098	0.01	0.155275	0.00346499
0.86	2.96075e-09	0.297067	0.0713656	0.0174513	0.166397	0.0501395	0.973098	0.01	0.155276	0.00346635
0.861	2.99591e-09	0.297068	0.0713709	0.0174519	0.166409	0.0501431	0.973098	0.01	0.155276	0.00346771
0.862	3.03409e-09	0.297069	0.0713761	0.0174526	0.166421	0.0501467	0.973098	0.01	0.155277	0.00346907
0.863	3.07554e-09	0.29707	0.0713813	0.0174532	0.166433	0.0501502	0.973098	0.01	0.155277	0.00347042
0.864	3.12061e-09	0.29707	0.0713865	0.0174539	0.166445	0.0501538	0.973098	0.01	0.155278	0.00347176
0.865	3.16973e-09	0.297071	0.0713916	0.0174546	0.166457	0.0501573	0.973098	0.01	0.155278	0.00347311
0.866	3.22352e-09	0.297072	0.0713967	0.0174552	0.166469	0.0501608	0.973098	0.01	0.155279	0.00347444
0.867	3.28276e-09	0.297073	0.0714018	0.0174559	0.166481	0.0501643	0.973098	0.01	0.155279	0.00347578
0.868	3.34856e-09	0.297073	0.0714068	0.0174566	0.166493	0.0501677	0.973098	0.01	0.155279	0.00347711
0.869	3.42247e-09	0.297074	0.0714118	0.0174573	0.166504	0.0501712	0.973098	0.01	0.15528	0.00347844
0.87	3.50681e-09	0.297075	0.0714167	0.0174579	0.166516	0.0501746	0.973098	0.01	0.15528	0.00347976
0.871	3.60515e-09	0.297076	0.0714216	0.0174586	0.166527	0.050178	0.973098	0.01	0.155281	0.00348108
0.872	3.72362e-09	0.297077	0.0714265	0.0174593	0.166539	0.0501814	0.973098	0.01	0.155281	0.0034824
0.873	3.87409e-09	0.297077	0.0714314	0.0174599	0.16655	0.0501847	0.973098	0.01	0.155282	0.00348371
0.874	4.08588e-09	0.297078	0.0714362	0.0174606	0.166561	0.0501881	0.973098	0.01	0.155282	0.00348502
0.875	4.51557e-09	0.297079	0.071441	0.0174613	0.166573	0.0501914	0.973098	0.01	0.155283	0.00348633
0.876	9.74391e-09	0.29708	0.0714458	0.017462	0.166584	0.0501947	0.973098	0.01	0.155283	0.00348763
0.877	6.36026e-09	0.29708	0.0714506	0.0174627	0.166595	0.0501983	0.973098	0.01	0.155284	0.00348894
0.878	4.42628e-09	0.297081	0.0714554	0.0174633	0.166606	0.0502017	0.973098	0.01	0.155284	0.00349026
0.879	3.51278e-09	0.297082	0.0714602	0.017464	0.166617	0.050205	0.973098	0.01	0.155285	0.00349157
0.88	2.98092e-09	0.297083	0.071465	0.0174647	0.166628	0.0502083	0.973098	0.01	0.155285	0.00349288
0.881	2.6469e-09	0.297084	0.0714697	0.0174654	0.166639	0.0502115	0.973098	0.01	0.155286	0.00349418
0.882	2.42669e-09	0.297084	0.0714744	0.0174661	0.16665	0.0502147	0.973098	0.01	0.155286	0.00349548
0.883	2.27617e-09	0.297085	0.071479	0.0174667	0.166661	0.0502179	0.973098	0.01	0.155287	0.00349677
0.884	2.17006e-09	0.297086	0.0714836	0.0174674	0.166672	0.050221	0.973097	0.01	0.155287	0.00349806
0.885	2.09318e-09	0.297087	0.0714882	0.0174681	0.166683	0.0502241	0.973097	0.01	0.155288	0.00349935
0.886	2.0361e-09	0.297087	0.0714927	0.0174688	0.166693	0.0502272	0.973097	0.01	0.155288	0.00350063
0.887	1.99291e-09	0.297088	0.0714971	0.0174695	0.166704	0.0502302	0.973097	0.01	0.155289	0.0035019
0.888	1.95979e-09	0.297089	0.0715016	0.0174702	0.166714	0.0502332	0.973097	0.01	0.155289	0.00350317
0.889	1.93425e-09	0.29709	0.071506	0.0174709	0.166724	0.0502362	0.973097	0.01	0.15529	0.00350444
0.89	1.91466e-09	0.297091	0.0715103	0.0174716	0.166734	0.0502392	0.973097	0.01	0.15529	0.0035057
0.891	1.89988e-09	0.297091	0.0715146	0.0174723	0.166744	0.0502421	0.973097	0.01	0.155291	0.00350695
0.892	1.88916e-09	0.297092	0.0715188	0.017473	0.166754	0.050245	0.973097	0.01	0.155291	0.0035082
0.893	1.88194e-09	0.297093	0.0715231	0.0174737	0.166764	0.0502478	0.973097	0.01	0.155292	0.00350944
0.894	1.87785e-09	0.297094	0.0715272	0.0174743	0.166774	0.0502507	0.973097	0.01	0.155292	0.00351068
0.895	1.87659e-09	0.297095	0.0715314	0.017475	0.166783	0.0502535	0.973097	0.01	0.155293	0.00351191
0.896	1.87796e-09	0.297095	0.0715354	0.0174757	0.166793	0.0502562	0.973097	0.01	0.155293	0.00351314
0.897	1.8818e-09	0.297096	0.0715395	0.0174764	0.166802	0.050259	0.973097	0.01	0.155294	0.00351436
0.898	1.88799e-09	0.297097	0.0715435	0.0174771	0.166812	0.0502617	0.973097	0.01	0.155294	0.00351558
0.899	1.89642e-09	0.297098	0.0715475	0.0174778	0.166821	0.0502644	0.973097	0.01	0.155295	0.00351679
0.9	1.90701e-09	0.297099	0.0715514	0.0174785	0.16683	0.0502671	0.973097	0.01	0.155296	0.003518
0.901	1.9197e-09	0.297099	0.0715553	0.0174792	0.166839	0.0502697	0.973097	0.01	0.155296	0.0035192
0.902	1.93443e-09	0.2971	0.0715591	0.0174799	0.166848	0.0502723	0.973097	0.01	0.155297	0.0035204
0.903	1.95116e-09	0.297101	0.0715629	0.0174806	0.166857	0.0502749	0.973097	0.01	0.155297	0.00352159
0.904	1.96985e-09	0.297102	0.0715667	0.0174814	0.166866	0.0502775	0.973097	0.01	0.155298	0.00352278
0.905	1.99046e-09	0.297103	0.0715704	0.0174821	0.166875	0.05028	0.973097	0.01	0.155298	0.00352396
0.906	2.01299e-09	0.297103	0.0715741	0.0174828	0.166883	0.0502825	0.973097	0.01	0.155299	0.00352514
0.907	2.03743e-09	0.297104	0.0715778	0.0174835	0.166892	0.050285	0.973097	0.01	0.155299	0.00352632
0.908	2.06378e-09	0.297105	0.0715814	0.0174842	0.1669	0.0502875	0.973096	0.01	0.1553	0.00352749
0.909	2.09206e-09	0.297106	0.071585	0.0174849	0.166909	0.0502899	0.973096	0.01	0.155301	0.00352866
0.91	2.1223e-09	0.297107	0.0715886	0.0174856	0.166917	0.0502924	0.973096	0.01	0.155301	0.00352982
0.911	2.15455e-09	0.297108	0.0715921	0.0174863	0.166925	0.0502948	0.973096	0.01	0.155302	0.00353098
0.912	2.1889e-09	0.297108	0.0715956	0.017487	0.166933	0.0502971	0.973096	0.01	0.155302	0.00353213
0.913	2.22543e-09	0.297109	0.071599	0.0174877	0.166941	0.0502995	0.973096	0.01	0.155303	0.00353328
0.914	2.26427e-09	0.29711	0.0716025	0.0174884	0.166949	0.0503018	0.973096	0.01	0.155304	0.00353442
0.915	2.30557e-09	0.297111	0.0716058	0.0174891	0.166957	0.0503042	0.973096	0.01	0.155304	0.00353557
0.916	2.34955e-09	0.297112	0.0716092	0.0174899	0.166965	0.0503065	0.973096	0.01	0.155305	0.0035367
0.917	2.39644e-09	0.297112	0.0716125	0.0174906	0.166973	0.0503087	0.973096	0.01	0.155305	0.00353784
0.918	2.44657e-09	0.297113	0.0716158	0.0174913	0.166981	0.050311	0.973096	0.01	0.155306	0.00353897
0.919	2.50032e-09	0.297114	0.0716191	0.017492	0.166988	0.0503132	0.973096	0.01	0.155307	0.0035401
0.92	2.55823e-09	0.297115	0.0716224	0.0174927	0.166996	0.0503155	0.973096	0.01	0.155307	0.00354122
0.921	2.62098e-09	0.297116	0.0716256	0.0174934	0.167003	0.0503177	0.973096	0.01	0.155308	0.00354234
0.922	2.68947e-09	0.297117	0.0716288	0.0174941	0.167011	0.0503199	0.973096	0.01	0.155308	0.00354346
0.923	2.76496e-09	0.297117	0.0716319	0.0174949	0.167018	0.050322	0.973096	0.01	0.155309	0.00354457
0.924	2.84924e-09	0.297118	0.0716351	0.0174956	0.167025	0.0503242	0.973096	0.01	0.15531	0.00354568
0.925	2.94497e-09	0.297119	0.0716382	0.0174963	0.167033	0.0503264	0.973096	0.01	0.15531	0.00354679
0.926	3.05645e-09	0.29712	0.0716413	0.017497	0.16704	0.0503285	0.973096	0.01	0.155311	0.00354789
0.927	3.19123e-09	0.297121	0.0716443	0.0174977	0.167047	0.0503306	0.973096	0.01	0.155312	0.003549
0.928	3.3651e-09	0.297121	0.0716474	0.0174985	0.167054	0.0503327	0.973096	0.01	0.155312	0.0035501
